Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,file_path,phash,n_pets,pet_label,x_min,x_max,y_min,y_max,pet_ratio,is_unknown,is_dog,is_cat
0075ec6503412f21cf65ac5f43d80440,0,0,1,1,0,0,0,0,0,0,0,0,53,train/0075ec6503412f21cf65ac5f43d80440.jpg,[1 0 1 0 1 0 1 0 1 1 1 0 1 0 1 0 1 1 0 0 1 1 1 0 1 0 1 1 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 1 1 0 1 0 1 1 0 0 1 1 0 0 1 0],2,dog,209.95925903320312,411.40997314453125,362.21063232421875,451.4677734375,0.5576191603535353,0,1,0
00768659c1c90409f81dcdecbd270513,0,1,1,0,0,0,0,0,0,0,0,0,100,train/00768659c1c90409f81dcdecbd270513.jpg,[1 1 0 0 1 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 0 0 1 0 1 1 0 1 1 0 1],1,dog,292.15338134765625,551.5872802734375,283.9600524902344,600.8490600585938,0.11878327546296297,0,1,0
007c6ea0ccfca08d4736e5f459ed274a,0,1,1,1,0,0,0,1,0,0,0,0,29,train/007c6ea0ccfca08d4736e5f459ed274a.jpg,[1 1 1 1 1 0 1 0 1 0 0 0 1 1 1 1 1 0 0 0 0 1 1 1 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 1 1 0 1 0 0 1],4,dog,421.4919128417969,286.4907531738281,375.8962707519531,188.0397491455078,0.5880694625018783,0,1,0
00838b02764e8d37edde39ed18693427,0,0,0,1,0,0,1,0,0,0,0,0,27,train/00838b02764e8d37edde39ed18693427.jpg,[1 1 0 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0],4,cat,362.6475830078125,557.2593383789062,1.3348236083984375,382.54168701171875,0.6225509982638889,0,0,1
0084a12f432ef6e47e8b9ff04d8a32b4,0,1,1,1,0,0,0,0,0,0,0,0,28,train/0084a12f432ef6e47e8b9ff04d8a32b4.jpg,[1 0 1 0 0 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 1 0 0 1 0 0 0 0],1,cat,1.658660888671875,823.1581420898438,0.5185317993164062,580.7891235351562,0.6897569444444445,0,0,1
0085bfb9a7ebfd776cb804d8b456bb05,0,1,1,1,0,0,0,0,0,0,0,0,50,train/0085bfb9a7ebfd776cb804d8b456bb05.jpg,[1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 0 0 1 1 0 0 1 1 0 1 1 0 1 1 1 1],1,dog,1.947601318359375,719.0,85.43888854980469,951.7637329101562,0.9008304398148148,0,1,0
009367718f506d87cd898ed0310a2392,0,1,1,1,0,0,0,0,0,0,0,0,36,train/009367718f506d87cd898ed0310a2392.jpg,[1 0 1 1 1 0 0 0 0 0 1 1 0 1 0 1 1 1 0 0 1 0 1 0 1 0 0 0 1 1 0 1 0 1 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 1 1 1 0 1 1 1 0 0 0 1 1 0],1,dog,1.061279296875,956.2979736328125,30.583419799804688,942.1094970703125,0.9450520833333333,0,1,0
0095f81bab3b68a4f70e99f0fcec7b06,0,0,1,1,0,0,0,0,1,0,0,1,15,train/0095f81bab3b68a4f70e99f0fcec7b06.jpg,[1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1 0 1 0 1 1 1 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 1 1 1 0 1],1,dog,176.3203582763672,598.5132446289062,288.8147888183594,853.6226806640625,0.3449508101851852,0,1,0
00a1ae8867e0bb89f061679e1cf29e80,0,1,1,0,0,0,1,0,0,0,0,0,52,train/00a1ae8867e0bb89f061679e1cf29e80.jpg,[1 0 0 0 0 1 0 0 1 1 1 0 1 0 0 0 0 1 1 1 1 0 1 1 0 0 1 1 0 1 1 1 0 0 1 0 0 0 0 1 1 1 0 0 1 1 1 0 1 0 0 0 0 0 0 1 1 0 1 1 1 0 1 1],3,cat,146.83670043945312,241.8419189453125,391.669921875,325.81976318359375,0.5449098857958601,0,0,1
00a1e0c0f89ff89a8f32d42e9025f6b2,0,1,1,1,0,0,0,0,0,0,0,0,40,train/00a1e0c0f89ff89a8f32d42e9025f6b2.jpg,[1 1 0 0 0 1 0 1 0 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 1 1 1 0 1 1 1 0 0 1 1 1 1],2,cat,818.136962890625,750.2243041992188,403.40643310546875,709.1052856445312,0.2929788247362251,0,0,1
00a6d367daed96f77be6c91db493dfed,0,1,1,0,0,0,0,0,0,0,0,0,29,train/00a6d367daed96f77be6c91db493dfed.jpg,[1 1 1 0 0 0 0 1 0 0 1 1 0 1 0 1 1 1 0 1 0 1 1 1 1 1 0 0 0 1 0 1 1 1 0 1 1 1 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1 0],1,cat,297.26470947265625,719.0,199.22467041015625,636.5672607421875,0.26680266203703706,0,0,1
00b151a572c9aabedf8cfce0fa18be25,0,0,1,1,0,0,0,0,0,0,0,1,21,train/00b151a572c9aabedf8cfce0fa18be25.jpg,[1 1 0 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 1 1 0 1 1 0 0 1 0 1 0 0 1 0 0 1 1 1 1 0 0 1 0 0 1 1 0 0 1 1 0 0 1 0 1 1 1 0],1,dog,55.78802490234375,453.958251953125,103.48834991455078,678.4898071289062,0.44145447530864196,0,1,0
00c7b596627da7425b624d6b16c88a25,0,1,1,1,0,0,0,0,0,0,0,0,34,train/00c7b596627da7425b624d6b16c88a25.jpg,[1 0 1 1 1 1 1 0 1 0 0 1 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 0 1 0 1 1 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 1],1,dog,228.04957580566406,824.1571655273438,50.21113586425781,875.8024291992188,0.5335286458333334,0,1,0
00d1cb2ec8b263ae076ff95cae513a88,0,1,1,1,0,0,0,0,0,0,0,0,31,train/00d1cb2ec8b263ae076ff95cae513a88.jpg,[1 0 1 1 0 1 0 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 1 0 0 1 0 0 1 0 0 0 1 1 1 1 0 0 1 1 0 1 1 0 0 0 0 1 1 0 0 0 1 0 1 0 0],1,dog,0.04199981689453125,602.1519775390625,111.6829833984375,958.628662109375,0.7376938657407407,0,1,0
00d560ebe5e1b2450eb530a2c96d08a3,0,1,1,1,0,0,1,0,0,0,0,0,67,train/00d560ebe5e1b2450eb530a2c96d08a3.jpg,[1 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 1 1 0 0 1 0 0 1 0 1 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 1 0],2,cat,640.8333129882812,696.402587890625,171.10531616210938,746.9579467773438,0.5501158425638678,0,0,1
00ddc7582953fb2c862e751e2b5d45f0,0,1,1,1,0,0,1,0,0,0,0,0,54,train/00ddc7582953fb2c862e751e2b5d45f0.jpg,[1 0 0 0 1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 0 1 0 0 0 0],2,cat,419.30364990234375,457.9886474609375,88.20556640625,917.7213134765625,0.8772330414653784,0,0,1
00df0a668441b10869f4372fd15c14f5,0,0,0,1,0,0,0,0,0,0,0,0,69,train/00df0a668441b10869f4372fd15c14f5.jpg,[1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 1 1 1 0 1 1 0 0],1,dog,4.263980388641357,453.67303466796875,34.99308395385742,813.5990600585938,0.9237951107167005,0,1,0
00dff6959ce41208a9e0528744162332,0,1,1,1,0,0,0,0,0,1,0,0,30,train/00dff6959ce41208a9e0528744162332.jpg,[1 1 0 0 1 1 1 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 1 1 0 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0],1,cat,2.910003662109375,538.3728637695312,101.3909683227539,739.3587646484375,0.6596604938271605,0,0,1
00e75416298ca240f7746181ee196600,0,1,1,1,0,0,1,0,0,0,0,0,29,train/00e75416298ca240f7746181ee196600.jpg,[1 1 0 1 0 1 1 0 1 1 1 1 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 1 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1 0 0 0 0 1 1 1 0 0 0 1 1],3,dog,452.6195068359375,300.2694396972656,377.46905517578125,771.9849243164062,0.7072164351851852,0,1,0
00e75d192cd4b26798933a817b04ccd9,0,1,1,0,0,0,0,0,0,0,0,0,68,train/00e75d192cd4b26798933a817b04ccd9.jpg,[1 1 1 1 0 0 1 0 1 1 1 1 0 0 1 1 1 0 0 0 1 1 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 1 1 0 0 0 1 1 0 0 0 1 0 0 1 1],1,cat,183.84304809570312,719.0,185.0087890625,555.5494995117188,0.2874565972222222,0,0,1
00e83013f21b99cd7edb1d4e545f6579,0,0,1,1,0,0,0,0,0,0,0,0,24,train/00e83013f21b99cd7edb1d4e545f6579.jpg,[1 0 0 1 1 1 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 1 1 0 0 1 0 1 0 0],4,cat,537.3547973632812,550.54931640625,802.451904296875,949.98388671875,0.6696297653958945,0,0,1
00eb7cc3d158a6addbcbde1f267d7d15,0,1,1,1,0,0,0,0,0,0,0,0,47,train/00eb7cc3d158a6addbcbde1f267d7d15.jpg,[1 1 1 0 0 1 1 0 0 0 0 1 0 0 1 1 0 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 1 0 0 1 1 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 0 1 0 1 0 1 0 0 1 1 1 0],1,cat,488.06121826171875,835.3536987304688,24.260528564453125,817.43896484375,0.25291452205882353,0,0,1
00f6f38380bec413074150c18b2828d2,0,0,1,1,0,0,0,0,0,0,0,1,16,train/00f6f38380bec413074150c18b2828d2.jpg,[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 0 1 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 1 1 1],1,cat,48.574241638183594,611.6200561523438,358.0753173828125,824.8031616210938,0.3795688657407407,0,0,1
00fb5be5bf4e956ea4abb99f41c0b9ec,0,1,1,1,0,0,0,0,0,0,0,0,42,train/00fb5be5bf4e956ea4abb99f41c0b9ec.jpg,[1 1 1 1 0 1 0 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 1 1 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 0 1],1,dog,144.75830078125,571.0150146484375,179.42926025390625,711.410888671875,0.3286516203703704,0,1,0
00fe27dcd1daf42c85365e837415878c,0,1,1,1,0,0,0,0,0,0,0,0,53,train/00fe27dcd1daf42c85365e837415878c.jpg,[1 1 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 1 0 1 0 0 1 1 0 0 1 0 1 1 0 1 0 0 1 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 1 1 0 1],1,cat,26.280029296875,1278.0555419921875,0.13104248046875,1199.072998046875,0.91622802734375,0,0,1
00ff89af70382e1dede4c7091c454e47,0,1,1,1,0,0,0,0,1,1,0,0,31,train/00ff89af70382e1dede4c7091c454e47.jpg,[1 0 0 1 1 1 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1],1,cat,204.62408447265625,1266.14501953125,0.0,1263.80224609375,0.818668212890625,0,0,1
0117f444e6118619c4f6492cba703177,1,1,1,1,0,0,0,0,0,0,0,0,95,train/0117f444e6118619c4f6492cba703177.jpg,[1 1 1 1 0 1 0 1 1 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0],1,cat,199.49151611328125,636.3018798828125,0.818023681640625,762.3626708984375,0.4700118563685637,0,0,1
012518ff91b2484618693a277c0b07d5,0,1,1,1,0,0,0,0,0,0,0,0,34,train/012518ff91b2484618693a277c0b07d5.jpg,[1 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0 0 1 1 1 1 1 0 1 0 0 1 1 0 0 1 1 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 1 1 0 0],1,cat,6.555839538574219,654.6942138671875,16.4549560546875,953.4808349609375,0.8784375,0,0,1
0126fe11deba78f84fd05cd5f12c5a4b,0,1,1,1,0,0,0,0,0,0,0,0,37,train/0126fe11deba78f84fd05cd5f12c5a4b.jpg,[1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 0 1 0 1 0 1 1 0 0 1 0 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 0 1 1 0 0 1 1 0 0],1,cat,0.23998260498046875,708.2246704101562,67.61068725585938,951.0230712890625,0.9054861111111111,0,0,1
0130f5ec1200e85b4b282a8a14850dbe,0,1,1,1,0,0,0,0,0,0,0,0,46,train/0130f5ec1200e85b4b282a8a14850dbe.jpg,[1 0 1 0 1 1 1 1 1 1 0 1 0 0 1 0 0 1 1 1 0 1 0 0 0 1 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 1 1 0 0 1],1,cat,156.985107421875,589.2994384765625,133.46319580078125,819.1997680664062,0.42974247685185185,0,0,1
01318357ff47c204f0d5c5a28e4eac77,1,1,1,1,0,0,0,0,0,0,0,0,47,train/01318357ff47c204f0d5c5a28e4eac77.jpg,[1 0 0 1 1 0 1 0 0 0 0 1 0 0 1 1 1 1 1 0 0 1 0 0 0 1 1 0 0 1 0 1 0 1 0 0 1 1 0 1 1 0 1 1 0 0 0 0 0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1],1,cat,93.39161682128906,386.1058044433594,11.857561111450195,434.70843505859375,0.4979069580588141,0,0,1
01320990ba35993ad92b22f2d2ef039b,0,0,0,0,0,0,0,0,1,0,0,1,62,train/01320990ba35993ad92b22f2d2ef039b.jpg,[1 0 0 0 1 1 1 1 1 0 1 0 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0],1,dog,5.631660461425781,719.0,173.89224243164062,948.4594116210938,0.8005642361111112,0,1,0
013f86ed0e765b189990d3d5ac28bd7d,0,0,0,1,0,0,1,0,0,0,0,0,100,train/013f86ed0e765b189990d3d5ac28bd7d.jpg,[1 1 0 1 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 0 0 0 1 0 1 0 0 1 1 0 1 0 0 0 0 1 1 1 1 1 0 1 1 0 0 0 1],2,dog,307.177490234375,411.2655944824219,407.2738952636719,604.677978515625,0.4239351851851852,0,1,0
0141dc34ad65d9e3d31a4b767c41438f,0,1,1,1,0,0,0,0,1,0,1,0,13,train/0141dc34ad65d9e3d31a4b767c41438f.jpg,[1 0 1 0 1 1 1 1 1 0 0 1 0 1 0 1 0 1 1 0 1 1 0 0 1 0 0 1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0],1,cat,119.85371398925781,616.2026977539062,166.8619384765625,708.8079833984375,0.5196257716049383,0,0,1
014af4e2e2154f171c8a0e2d30ebb420,0,0,0,1,0,0,0,0,0,0,0,0,21,train/014af4e2e2154f171c8a0e2d30ebb420.jpg,[1 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0],1,cat,2.4222412109375,1157.2471923828125,36.08843994140625,953.0132446289062,0.86192626953125,0,0,1
